clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
4,1129,0,0,0,1,0,0,0,1,0,0,0,0,-0.7802714424010317,0.33618817677751306,1.5620937396253283,-0.8043672243305505,-0.8844708898750407,-0.8029031302284569
2,5326,0,0,0,1,0,0,0,0,1,0,0,0,0.7356958125717272,0.33618817677751306,0.23517157475785783,0.8160450459470328,0.8746869198542983,0.8921778575643997
3,15147,0,1,0,0,0,0,0,0,0,0,1,0,2.593289491200319,1.4454703456338323,0.23517157475785783,1.8724464155202647,1.9482242498942532,2.138134822950601
3,429,0,0,0,0,1,0,0,0,0,1,0,0,-1.100546214578375,-0.0797926365436091,-0.20713581353129898,-1.3504730170760348,-1.3355369949338456,-1.3389543827783348
4,7418,0,0,1,0,0,0,0,0,0,1,0,0,0.9065090243996439,0.4055183123310293,-1.0917505901096125,0.9592859096179795,1.0009854292707634,1.0370565744697715
5,12462,0,0,1,0,0,0,0,0,1,0,0,0,1.2694870995339664,-0.21845290765065148,-1.5340579783987693,1.3352931767542144,1.4159662459248639,1.3123261365899794
2,491,0,0,1,0,0,0,0,1,0,0,0,0,-1.0151396086644169,0.12819777011694952,-1.0917505901096125,-1.207232153405088,-1.1911958413150279,-1.1795877941824247
4,5593,0,0,0,0,1,0,0,0,0,1,0,0,0.4581243433513631,0.19752790567047068,1.1197863513361714,0.6280414123789154,0.5860046126166629,0.6313961671347293
1,1070,0,0,0,0,1,0,0,1,0,0,0,0,-0.6094582305731152,0.6828388545451141,-0.6494432018204558,-0.5984584828035652,-0.5867672605362295,-0.5131456964177121
2,1636,0,0,0,1,0,0,0,0,0,0,1,0,-0.22512850396030312,0.19752790567047068,0.6774789630470146,-0.06130524403751487,-0.09059454497154432,-0.049533802320520876
4,2157,0,0,0,0,1,0,0,0,1,0,0,0,-0.35323841283124036,0.9601593967591938,0.23517157475785783,-0.276166539543935,-0.2439570206915379,-0.15094890415428128
2,4466,0,0,0,0,1,1,0,0,0,0,0,0,0.2446078285664675,-1.0504145342928908,1.1197863513361714,0.440037778810798,0.4867700695037256,0.32715086163344687
5,1069,0,0,1,0,0,0,0,0,0,1,0,0,-0.8870296997934796,-0.21845290765065148,-0.20713581353129898,-0.9655131959603652,-0.992726755089154,-0.9912454622054409
2,4528,0,1,0,0,0,0,0,0,1,0,0,0,0.43677269187287354,0.5441785834380717,3.3313232927819554,0.4579428867696667,0.52285535790843,0.5589568086820428
2,2688,0,0,1,0,0,0,1,0,0,0,0,0,-0.16107354952483435,0.26685804122399187,-1.5340579783987693,0.028220295756826455,0.06276793074844926,0.08085704289431402
4,961,0,0,1,0,0,0,0,0,1,0,0,0,-0.8229747453580109,-1.3277350765069755,-0.20713581353129898,-0.7775095623922479,-0.8303429572679845,-0.9332939754432918
2,2800,0,0,1,0,0,0,0,0,1,0,0,0,0.07379461673855084,0.05886763456342833,-0.20713581353129898,0.2699392532015493,0.3063436274802043,0.29817511825237303
2,5436,0,0,1,0,0,0,0,1,0,0,0,0,0.5862342522223006,-1.6050556187210554,-0.20713581353129898,0.896618031761941,0.8476229535507698,0.6458840388252662
4,736,0,0,1,0,0,0,0,0,0,0,1,0,-0.8443263968365003,0.12819777011694952,-0.20713581353129898,-0.8938927641248918,-0.8934922119762166,-0.8753424886811428
7,11420,0,0,0,0,1,0,1,0,0,0,0,0,0.4794759948298527,-2.5063473809168157,0.6774789630470146,0.8787129238030722,0.9197935303601786,0.5444689369915059
2,1815,0,0,1,0,0,0,0,0,0,0,0,1,-0.20377685248181351,0.19752790567047068,-1.0917505901096125,-0.03444758209921216,-0.00038132395978287225,0.008417684441628106
6,1865,0,0,1,0,0,0,0,0,1,0,0,0,-0.6308098820516047,0.05886763456342833,-1.5340579783987693,-0.5357906049475258,-0.5145966837268207,-0.5131456964177121
5,8940,0,0,0,0,1,0,0,1,0,0,0,0,0.4794759948298527,0.8214991256521514,0.6774789630470146,0.5743260885023107,0.6220899010213673,0.7038355255874146
3,6533,0,0,0,0,1,0,0,1,0,0,0,0,0.4581243433513631,0.9601593967591938,1.1197863513361714,0.5922311964611787,0.5679619684143111,0.7038355255874146
2,6844,0,0,1,0,0,0,0,0,0,1,0,0,0.6502892066577693,-0.1491227720971303,-0.6494432018204558,0.7891873840087309,0.829580309348418,0.7907627557306387
3,583,0,0,0,0,1,0,0,1,0,0,0,0,-1.0364912601429066,0.8908292612056726,-0.20713581353129898,-1.3057102471788642,-1.2633664181244368,-1.1940756658729623
1,4735,0,0,0,1,0,0,0,0,0,0,1,0,0.9065090243996439,-0.1491227720971303,1.5620937396253283,1.039858895432887,0.9919641071695875,0.9935929593981595
5,730,0,0,1,0,0,0,0,0,1,0,0,0,-0.9937879571859273,-0.0797926365436091,-1.5340579783987693,-1.1535168295284826,-1.1190252645056191,-1.1361241791108132
1,1560,0,0,1,0,0,0,1,0,0,0,0,0,-0.28918345839577164,0.12819777011694952,-1.0917505901096125,-0.10606801393468553,-0.08157322287036842,-0.07850954570159537
5,665,0,0,1,0,0,0,0,0,1,0,0,0,-1.057842911621396,0.6135087189915929,-1.9763653666879262,-1.2699000312611275,-1.2453237739220848,-1.1940756658729623
3,15721,0,0,1,0,0,0,1,0,0,0,0,0,1.6751684776252684,0.6828388545451141,-0.6494432018204558,1.6307274580755418,1.5512860774425055,1.6890108005439473
4,5550,0,0,0,1,0,0,0,0,0,0,1,0,0.564882600743811,-0.3571131787576889,-0.16290507470238266,0.7444246141115595,0.7754523767413609,0.7183233972779528
6,849,0,1,0,0,0,0,0,0,1,0,0,0,-1.0364912601429066,-2.922328194237938,2.004401127914485,-1.1266591675901807,-1.0739186539997387,-1.3679301261594092
5,1187,0,0,1,0,0,0,1,0,0,0,0,0,-0.8229747453580109,-0.4264433143112101,-0.6494432018204558,-0.8312248862688533,-0.7942576688632801,-0.8463667453000684
1,368,0,1,0,0,0,0,0,0,0,1,0,0,-1.057842911621396,1.5148004811873534,-0.6494432018204558,-1.332567909117166,-1.3174943507314938,-1.1795877941824247
4,6883,0,0,0,0,1,0,0,1,0,0,0,0,0.43677269187287354,0.26685804122399187,1.1197863513361714,0.538515872584574,0.6220899010213673,0.6169082954441918
1,1167,0,0,0,0,1,1,0,0,0,0,0,0,-0.6308098820516047,0.12819777011694952,-0.6494432018204558,-0.5716008208652624,-0.5326393279291732,-0.5421214397987866
3,4397,0,0,1,0,0,0,0,0,0,0,0,1,0.4794759948298527,-0.4264433143112101,0.23517157475785783,0.6459465203377841,0.6852391557296003,0.6024204237536548
2,1276,0,0,1,0,0,0,0,0,0,0,0,1,-0.3105351098742612,-0.21845290765065148,-1.0917505901096125,-0.13292567587298826,-0.09961586707272023,-0.13646103246374436
4,883,0,0,0,0,1,0,0,1,0,0,0,0,-0.8870296997934796,0.6828388545451141,-0.20713581353129898,-0.9117978720837606,-0.9837054329879781,-0.8753424886811428
2,2593,0,0,0,0,1,0,0,0,0,1,0,0,-0.07566694361087602,1.0988196678662312,0.23517157475785783,0.055077957695129166,0.07178925284962516,0.19676001641861196
2,5497,0,1,0,0,0,1,0,0,0,0,0,0,0.4794759948298527,1.0988196678662312,0.23517157475785783,0.556420980543442,0.5950259347178388,0.7183233972779528
6,789,0,0,0,0,1,0,0,0,1,0,0,0,-1.057842911621396,0.26685804122399187,-0.6494432018204558,-1.2878051392199954,-1.2814090623267893,-1.2520271526351112
5,1129,0,0,1,0,0,0,0,0,1,0,0,0,-0.7802714424010317,-0.5651035854182525,-0.20713581353129898,-0.7416993464745112,-0.7942576688632801,-0.8173910019189939
2,2441,0,0,0,1,0,0,1,0,0,0,0,0,-0.18242520100332393,-1.813046025381614,1.1197863513361714,0.12669838953060256,0.09885321915315368,-0.10748528908266985
1,4132,0,0,0,1,0,0,0,0,0,0,0,1,0.9065090243996439,0.33618817677751306,1.1197863513361714,1.039858895432887,0.9378361745625304,1.0370565744697715
1,2141,0,0,0,0,1,0,0,0,0,1,0,0,-0.18242520100332393,0.05886763456342833,0.23517157475785783,-0.052352690058080895,-0.00038132395978287225,-0.020558058939446386
4,618,0,0,1,0,0,0,0,1,0,0,0,0,-1.1432495175353543,0.26685804122399187,-1.5340579783987693,-1.4399985568703761,-1.4437928601479588,-1.4113937412310207
2,4965,0,0,1,0,0,0,0,0,0,1,0,0,0.4581243433513631,0.6135087189915929,-1.0917505901096125,0.6369939663583501,0.5860046126166629,0.6893476538968777
1,4150,0,1,0,0,0,0,0,0,1,0,0,0,0.4581243433513631,0.4748484478845505,1.1197863513361714,0.52956331860514,0.5860046126166629,0.6169082954441918
4,8020,0,0,0,1,0,1,0,0,0,0,0,0,0.43677269187287354,0.6828388545451141,1.1197863513361714,0.5653735345228768,0.52285535790843,0.6313961671347293
3,2578,0,0,0,1,0,0,1,0,0,0,0,0,-0.43864501874519873,-1.119744669846412,0.6774789630470146,-0.2403563236261983,-0.28004230909624234,-0.38275485120287717
3,1753,0,0,0,1,0,0,0,1,0,0,0,0,-0.566754927616136,0.12819777011694952,0.23517157475785783,-0.4731227270914864,-0.5055753616256448,-0.4696820813461007
1,4001,0,0,1,0,0,0,0,0,0,1,0,0,0.22325617708797793,0.26685804122399187,-1.0917505901096125,0.3952750089136273,0.42362081479549346,0.4430538351577448
2,3967,0,0,1,0,0,0,0,0,0,1,0,0,0.22325617708797793,-0.4264433143112101,0.23517157475785783,0.4579428867696667,0.41459949269431756,0.3706144767050589
2,1382,0,0,0,1,0,0,0,0,1,0,0,0,-0.37459006430972996,-1.466395347614013,0.23517157475785783,-0.08816290597581758,-0.15374379967977725,-0.2813397493691168
5,10453,0,0,1,0,0,0,1,0,0,0,0,0,0.5862342522223006,0.05886763456342833,-1.5340579783987693,0.7444246141115595,0.7934950209437135,0.7762748840401018
1,4604,0,0,1,0,0,0,1,0,0,0,0,0,0.4581243433513631,-1.466395347614013,1.1197863513361714,0.7086143981938228,0.7844736988425368,0.5444689369915059
5,10202,0,0,0,1,0,0,0,0,1,0,0,0,0.9492123273566231,-1.2584049409534543,1.1197863513361714,1.1204318812477951,1.1453265828895811,0.9501293443265487
4,6887,0,0,1,0,0,0,0,0,0,0,1,0,0.9065090243996439,0.8214991256521514,-1.5340579783987693,0.9861435715562823,0.955878818764883,1.0950080612319206
2,1189,0,0,0,0,1,0,0,0,0,1,0,0,-0.566754927616136,-0.010462500990087926,-1.0917505901096125,-0.4731227270914864,-0.4424261069174118,-0.4551942096555631
3,1851,0,0,1,0,0,0,1,0,0,0,0,0,-0.4813483217021779,-0.0797926365436091,-0.6494432018204558,-0.35673952535884235,-0.3161275975009467,-0.33929123613126577
3,5303,0,0,0,1,0,0,0,0,0,1,0,0,0.4581243433513631,-0.1491227720971303,0.6774789630470146,0.6728041822760868,0.6852391557296003,0.6603719105158038
1,2484,0,0,0,1,0,0,0,0,1,0,0,0,0.009739662303082316,-1.3970652120604918,2.004401127914485,0.26098669922211454,0.22515172856961954,0.06636917120377708
5,10302,0,0,0,1,0,0,0,0,1,0,0,0,0.9919156303136023,0.6828388545451141,0.23517157475785783,1.0935742193094924,1.0190280734731159,1.1529595479940695
3,667,0,0,1,0,0,0,0,0,0,0,1,0,-0.8443263968365003,0.4748484478845505,-1.9763653666879262,-0.8759876561660239,-0.866428245672689,-0.8173910019189939
3,2371,0,0,1,0,0,0,0,0,1,0,0,0,-0.20377685248181351,0.26685804122399187,-1.0917505901096125,-0.08816290597581758,-0.10863718917389613,-0.0640216740110578
2,1901,0,0,1,0,0,0,1,0,0,0,0,0,-0.28918345839577164,0.7521689900986303,-0.20713581353129898,-0.13292567587298826,-0.18080776598330497,-0.0640216740110578
2,589,0,0,0,1,0,0,1,0,0,0,0,0,-0.9297330027504587,0.33618817677751306,0.6774789630470146,-1.0729438437135752,-1.0468546876962102,-1.0202212055865154
1,5218,0,0,0,1,0,0,0,0,0,1,0,0,0.8851573729211544,-0.5651035854182525,1.5620937396253283,1.030906341453453,0.9829427850684116,0.9211536009454736
4,868,0,0,0,0,1,0,0,0,1,0,0,0,-0.8443263968365003,-0.1491227720971303,0.23517157475785783,-0.9028453181043267,-0.8934922119762166,-0.9043182320622174
3,8196,0,0,0,0,1,0,0,0,0,0,1,0,1.4616519628403726,0.8908292612056726,0.23517157475785783,1.2815778528776098,1.3167317028119272,1.4282291101142761
5,776,0,0,1,0,0,0,0,0,0,1,0,0,-1.057842911621396,-0.4264433143112101,-1.0917505901096125,-1.225137261363956,-1.2723877402256127,-1.2810028960161857
1,4497,0,0,0,1,0,0,0,1,0,0,0,0,0.4581243433513631,0.4748484478845505,0.23517157475785783,0.6101363044200474,0.576983290515487,0.6603719105158038
2,2882,1,0,0,0,0,0,0,1,0,0,0,0,0.18055287413099874,-3.546299414219619,3.3313232927819554,0.5922311964611787,0.5318766800096068,0.09534491458485157
1,4858,0,0,1,0,0,0,0,1,0,0,0,0,0.4581243433513631,0.8214991256521514,-0.20713581353129898,0.556420980543442,0.6130685789201914,0.6893476538968777
3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0151396086644169,-0.010462500990087926,1.1197863513361714,-1.1893270454462193,-1.2723877402256127,-1.2230514092540368
1,1832,0,0,1,0,0,0,0,0,0,0,0,1,-0.20377685248181351,-0.5651035854182525,-0.20713581353129898,-0.007589920160910235,0.02668264234374484,-0.0640216740110578
5,684,0,0,0,1,0,0,0,0,1,0,0,0,-1.057842911621396,0.12819777011694952,0.6774789630470146,-1.323615355137732,-1.308473028630317,-1.2954907677067227
7,886,0,0,1,0,0,0,0,1,0,0,0,0,-1.057842911621396,0.05886763456342833,-0.6494432018204558,-1.2699000312611275,-1.2633664181244368,-1.2520271526351112
5,776,0,0,1,0,0,0,0,0,0,1,0,0,-1.057842911621396,-0.3571131787576889,-0.20713581353129898,-1.2609474772816927,-1.2814090623267893,-1.2954907677067227
4,899,0,0,1,0,0,0,0,0,1,0,0,0,-0.8229747453580109,-1.3277350765069755,-0.20713581353129898,-0.8222723322894193,-0.7852363467621034,-0.9332939754432918
2,4304,0,0,0,1,0,1,0,0,0,0,0,0,0.22325617708797793,-0.3571131787576889,1.1197863513361714,0.41318011687249606,0.3694928821884364,0.3416387333239844
6,798,0,0,0,1,0,0,0,0,0,1,0,0,-0.9510846542289483,-0.3571131787576889,1.1197863513361714,-1.090848951672444,-1.0739186539997387,-1.1071484357297388
2,3314,0,0,1,0,0,0,0,0,0,0,1,0,0.07379461673855084,0.12819777011694952,-0.20713581353129898,0.2072713753455099,0.26123701697432317,0.25471150318076097
3,7140,0,0,1,0,0,0,0,0,1,0,0,0,0.7143441610932376,0.26685804122399187,-1.9763653666879262,0.8608078158442043,0.9107722082590027,0.9211536009454736
3,2775,0,0,0,0,1,0,0,1,0,0,0,0,-0.11837024656785519,-0.28778304320417264,1.5620937396253283,0.06403051167456314,0.09885321915315368,0.05188129951323952
3,1882,0,0,1,0,0,1,0,0,0,0,0,0,-0.6094582305731152,0.12819777011694952,-0.20713581353129898,-0.5357906049475258,-0.5597032942327009,-0.5276335681082497
1,1307,0,0,0,0,1,1,0,0,0,0,0,0,-0.566754927616136,-1.0504145342928908,-0.6494432018204558,-0.44626506515318365,-0.42438346271506,-0.5421214397987866
2,6743,0,0,1,0,0,0,1,0,0,0,0,0,0.6502892066577693,-0.28778304320417264,-0.6494432018204558,0.8249975999264676,0.8746869198542983,0.8052506274211756
6,984,0,0,1,0,0,0,1,0,0,0,0,0,-0.9937879571859273,-0.010462500990087926,-0.6494432018204558,-1.1714219374873514,-1.1460892308091475,-1.1506120508013502
1,3053,0,0,1,0,0,0,0,1,0,0,0,0,0.0310913137815719,0.4055183123310293,-1.5340579783987693,0.18936626738664195,0.22515172856961954,0.2691993748712985
1,2823,0,0,0,0,1,1,0,0,0,0,0,0,-0.011611989175407268,0.7521689900986303,0.6774789630470146,0.11774583555116858,0.1529811517602107,0.22573575979968646
5,707,0,0,0,0,1,0,0,0,1,0,0,0,-1.0364912601429066,0.6135087189915929,-0.20713581353129898,-1.2878051392199954,-1.2633664181244368,-1.208563537563499
5,586,0,0,1,0,0,0,0,0,1,0,0,0,-1.100546214578375,-0.0797926365436091,-0.6494432018204558,-1.3862832329937715,-1.380643605439726,-1.3824179978499462
4,3763,0,1,0,0,0,0,0,0,0,0,1,0,0.43677269187287354,1.5841306167408746,-1.9763653666879262,0.5474684265640081,0.49579139160490227,0.7328112689684897
1,4418,0,0,0,0,1,1,0,0,0,0,0,0,0.3300144344804256,-1.119744669846412,1.5620937396253283,0.556420980543442,0.576983290515487,0.4140780917766703
5,3374,0,0,0,0,1,0,1,0,0,0,0,0,-0.16107354952483435,-1.6743857542745766,1.1197863513361714,0.12669838953060256,0.08983189705197778,-0.09299741739213228
5,1618,0,0,1,0,0,0,0,0,1,0,0,0,-0.6948648364870735,0.33618817677751306,-1.9763653666879262,-0.6521738066801698,-0.6228525489409339,-0.6000729265609356
2,394,0,1,0,0,0,0,0,0,0,0,1,0,-1.057842911621396,1.0988196678662312,0.6774789630470146,-1.3415204630966,-1.2904303844279652,-1.208563537563499
3,6548,0,0,1,0,0,0,0,0,1,0,0,0,0.564882600743811,-0.4264433143112101,-0.20713581353129898,0.7444246141115595,0.7754523767413609,0.7038355255874146
5,8235,0,0,1,0,0,0,0,0,1,0,0,0,0.5862342522223006,0.4748484478845505,-0.8263661571361178,0.6728041822760868,0.7393670883366565,0.7762748840401018
2,765,0,0,0,0,1,0,0,0,0,0,1,0,-0.8443263968365003,1.0294895323127151,-1.0917505901096125,-0.9028453181043267,-0.9476201445832737,-0.8173910019189939
3,2858,0,0,0,1,0,0,1,0,0,0,0,0,-0.18242520100332393,-0.49577344986473126,1.1197863513361714,0.028220295756826455,-0.03646661236448729,-0.0640216740110578
5,789,0,0,1,0,0,0,1,0,0,0,0,0,-1.057842911621396,0.05886763456342833,-0.6494432018204558,-1.2519949233022587,-1.2453237739220848,-1.2375392809445738
1,3920,0,0,0,1,0,0,0,0,0,1,0,0,0.43677269187287354,-0.3571131787576889,0.6774789630470146,0.6190888583994814,0.5860046126166629,0.5589568086820428
4,6663,0,0,0,0,1,0,0,0,1,0,0,0,0.564882600743811,0.7521689900986303,-1.5340579783987693,0.6907092902349548,0.7483884104378324,0.8197384991117126
7,1333,0,0,1,0,0,0,1,0,0,0,0,0,-0.86567804831499,-0.28778304320417264,-0.6494432018204558,-0.9117978720837606,-0.8844708898750407,-0.918806103752755
3,1612,0,0,0,0,1,0,1,0,0,0,0,0,-0.6094582305731152,0.7521689900986303,-0.6494432018204558,-0.5536957129063937,-0.5326393279291732,-0.4551942096555631
2,1190,0,1,0,0,0,1,0,0,0,0,0,0,-0.6308098820516047,1.653460752294391,-0.6494432018204558,-0.6253161447418671,-0.6769804815479902,-0.4696820813461007
5,7885,0,0,1,0,0,0,0,0,1,0,0,0,0.43677269187287354,-1.3277350765069755,-1.5340579783987693,0.7623297220704282,0.7303457662354806,0.5589568086820428
4,1815,0,0,0,1,0,0,0,0,1,0,0,0,-0.5881065790946256,-0.010462500990087926,-0.6494432018204558,-0.4641701731120524,-0.5055753616256448,-0.48416995303663757
3,4482,0,0,0,0,1,0,1,0,0,0,0,0,0.22325617708797793,1.0988196678662312,0.6774789630470146,0.31470202309872,0.3514502379860846,0.4720295785388193
4,1033,0,0,1,0,0,0,1,0,0,0,0,0,-0.9724363057074378,-0.21845290765065148,-0.20713581353129898,-1.099801505651878,-1.1460892308091475,-1.1361241791108132
1,2685,0,1,0,0,0,0,0,1,0,0,0,0,-0.11837024656785519,0.6135087189915929,3.3313232927819554,-0.06130524403751487,-0.03646661236448729,0.02290555613216503
4,9876,0,0,0,1,0,0,0,0,1,0,0,0,1.1413771906630295,0.6828388545451141,0.23517157475785783,1.147289543186097,1.1092412944848766,1.2253989064467554
1,15874,0,0,1,0,0,0,0,0,0,1,0,0,2.657344445635788,-0.3571131787576889,-0.6494432018204558,2.203690912759328,2.272991845536593,2.167110566331676
3,8030,0,0,0,1,0,0,0,0,1,0,0,0,0.8638057214426648,0.4055183123310293,-0.6494432018204558,0.9592859096179795,0.8566442756519457,0.9646172160170856
1,4218,0,0,0,0,1,0,0,1,0,0,0,0,0.5008276463083423,-0.4264433143112101,0.6774789630470146,0.6996618442143887,0.766431054640185,0.6748597822063407
5,799,0,0,1,0,0,1,0,0,0,0,0,0,-1.1218978660568648,0.6135087189915929,-0.6494432018204558,-1.4131408949320734,-1.4437928601479588,-1.3679301261594092
3,7667,0,0,1,0,0,0,0,0,1,0,0,0,0.7356958125717272,-0.21845290765065148,-0.6494432018204558,0.905570585741375,0.9378361745625304,0.8921778575643997
5,1192,0,0,0,1,0,0,0,1,0,0,0,0,-0.8229747453580109,-0.49577344986473126,0.6774789630470146,-0.8133197783099845,-0.8483856014703364,-0.8753424886811428
6,756,0,0,1,0,0,0,0,0,0,0,1,0,-1.0151396086644169,0.4748484478845505,-1.0917505901096125,-1.207232153405088,-1.2543450960232607,-1.1795877941824247
3,672,0,0,1,0,0,0,0,0,0,0,0,1,-0.7375681394440525,-0.21845290765065148,-1.0917505901096125,-0.7058891305567745,-0.6860018036491669,-0.7159759000852335
4,4869,0,0,0,0,1,1,0,0,0,0,0,0,0.09514626821704042,-1.119744669846412,0.23517157475785783,0.3505122390164567,0.37851420428961313,0.22573575979968646
1,1084,0,0,0,1,0,0,0,0,1,0,0,0,-0.6521615335300943,-1.6050556187210554,1.1197863513361714,-0.4999803890297891,-0.5326393279291732,-0.687000156704159
1,4155,0,0,0,1,0,1,0,0,0,0,0,0,0.564882600743811,-0.5651035854182525,1.1197863513361714,0.7354720601321254,0.712303122033128,0.6458840388252662
2,4759,0,0,0,0,1,0,0,0,0,0,1,0,0.4581243433513631,0.8214991256521514,0.23517157475785783,0.5653735345228768,0.6040472568190155,0.6893476538968777
4,5294,0,0,0,1,0,0,0,0,0,1,0,0,0.4581243433513631,0.6828388545451141,0.23517157475785783,0.5922311964611787,0.576983290515487,0.6748597822063407
4,6783,0,0,0,1,0,0,0,1,0,0,0,0,0.5008276463083423,-0.010462500990087926,-0.6494432018204558,0.6817567362555208,0.6671965115272477,0.6748597822063407
3,14474,0,0,1,0,0,0,0,0,1,0,0,0,1.7178717805822477,0.33618817677751306,-1.0917505901096125,1.585964688178371,1.5603073995436814,1.6165714420912614
3,7865,0,0,0,1,0,0,0,1,0,0,0,0,0.8638057214426648,-1.119744669846412,-0.20713581353129898,0.9771910175768483,0.9288148524613545,0.7907627557306387
2,450,0,0,1,0,0,0,0,0,0,1,0,0,-1.057842911621396,-0.28778304320417264,0.23517157475785783,-1.2788525852405614,-1.2543450960232607,-1.2810028960161857
1,6702,0,0,0,0,1,0,0,0,0,0,0,1,1.653816826146779,0.26685804122399187,1.1197863513361714,1.469581486445727,1.5152007890378012,1.5296442119480371
3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0151396086644169,0.26685804122399187,1.1197863513361714,-1.198279599425654,-1.2543450960232607,-1.1940756658729623
5,873,0,0,0,0,1,0,0,0,0,1,0,0,-0.8229747453580109,0.19752790567047068,-0.6494432018204558,-0.858082548207156,-0.8303429572679845,-0.8173910019189939
5,1078,0,0,0,0,1,1,0,0,0,0,0,0,-0.8443263968365003,-2.3676871098097787,0.6774789630470146,-0.7596044544333799,-0.7491510583573989,-0.9912454622054409
5,620,0,0,1,0,0,0,0,1,0,0,0,0,-1.1218978660568648,-0.21845290765065148,-0.20713581353129898,-1.3952357869732055,-1.380643605439726,-1.3969058695404837
1,1624,0,0,0,0,1,0,1,0,0,0,0,0,-0.37459006430972996,-2.0210364320421776,2.4467085162036417,-0.13292567587298826,-0.10863718917389613,-0.3537791078218027
2,5992,0,0,1,0,0,0,1,0,0,0,0,0,0.2873111315234467,0.12819777011694952,-0.6494432018204558,0.4579428867696667,0.4867700695037256,0.4865174502293569
1,5243,0,0,0,1,0,0,0,1,0,0,0,0,0.8851573729211544,-1.9517062964886565,1.1197863513361714,0.9682384635974135,0.9107722082590027,0.6603719105158038
